,drawings,answers,time,strategy,overall_confidence,difficulty,familiarity,age,gender,Finished,prolific_id,StartDate,EndDate,stress_familiarity,correct_answers,deltas,accuracy
0,"[['g1_l40_a', 'g1_l65_b'], ['g3_l80_a', 'g3_l40_c'], ['g2_l45_b', 'g2_l50_a'], ['g3_l55_b', 'g3_l50_c'], ['g2_l55_a', 'g2_l75_c'], ['g3_l65_c', 'g3_l45_b'], ['g5_l70_b', 'g5_l45_c'], ['g4_l60_c', 'g4_l40_b'], ['g5_l60_b', 'g5_l60_a'], ['g3_l50_b', 'g3_l40_a'], ['g2_l65_c', 'g2_l40_a'], ['g2_l40_c', 'g2_l50_a'], ['g4_l45_a', 'g4_l60_b'], ['g5_l45_c', 'g5_l40_b'], ['g1_l75_a', 'g1_l65_c'], ['g1_l75_a', 'g1_l40_c'], ['g3_l45_b', 'g3_l45_a'], ['g2_l50_a', 'g2_l80_c'], ['g1_l40_a', 'g1_l40_c'], ['g4_l75_a', 'g4_l45_c'], ['g2_l40_b', 'g2_l55_c'], ['g5_l65_c', 'g5_l75_b'], ['g4_l75_c', 'g4_l50_a'], ['g4_l70_c', 'g4_l70_a'], ['g3_l45_b', 'g3_l80_a'], ['g3_l55_a', 'g3_l80_b'], ['g5_l40_b', 'g5_l70_c'], ['g4_l80_a', 'g4_l45_b'], ['g4_l40_c', 'g4_l80_b'], ['g1_l80_a', 'g1_l40_b'], ['g2_l80_c', 'g2_l80_a'], ['g4_l65_c', 'g4_l75_a'], ['g1_l45_b', 'g1_l65_a'], ['g5_l55_a', 'g5_l40_c'], ['g1_l50_c', 'g1_l65_a'], ['g5_l75_a', 'g5_l40_b'], ['g2_l75_b', 'g2_l40_c'], ['g3_l60_c', 'g3_l75_a'], ['g1_l75_a', 'g1_l70_c'], ['g1_l50_c', 'g1_l80_a'], ['g4_l70_c', 'g4_l65_b'], ['g3_l70_a', 'g3_l40_c'], ['g5_l40_b', 'g5_l80_c'], ['g5_l45_a', 'g5_l65_b'], ['g2_l80_b', 'g2_l40_a']]","[2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1]","[4.494, 4.958, 10.604, 4.48, 3.813, 4.812, 4.271, 4.449, 7.226, 4.179, 3.501, 4.792, 3.617, 4.168, 3.46, 2.756, 5.055, 4.605, 8.968, 3.468, 3.291, 3.411, 3.301, 3.535, 4.424, 5.975, 3.223, 4.843, 4.224, 3.244, 6.179, 3.717, 3.985, 6.76, 3.928, 4.496, 3.374, 4.417, 5.273, 3.249, 4.726, 3.944, 2.791, 3.002, 3.342]","How far apart the red dots were. The closer together ones made it more difficult to read the diagram, hence my choices for the ones where the dots were further apart from each other.",2,3,3,7,1,1,5f9920fdbcbfb224a0c96932,2024-10-30 17:41:17,2024-10-30 17:48:06,4,"[3, 1, 3, 1, 3, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 3, 2, 1, 3, 3, 1, 2, 3, 3, 3, 1, 3, 1, 2, 3, 3, 1, 3, 1, 1, 3, 1, 3, 1, 1, 3, 3, 1]","[25, 40, 5, 5, 20, 20, 25, 20, 0, 10, 25, 10, 15, 5, 10, 35, 0, 30, 0, 30, 15, 10, 25, 0, 35, 25, 30, 35, 40, 40, 0, 10, 20, 15, 15, 35, 35, 15, 5, 30, 5, 30, 40, 20, 40]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 1, 1, -1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]"
1,"[['g5_l65_b', 'g5_l50_c'], ['g2_l40_c', 'g2_l75_b'], ['g2_l40_a', 'g2_l60_c'], ['g4_l80_a', 'g4_l40_b'], ['g3_l75_a', 'g3_l45_c'], ['g2_l75_a', 'g2_l60_c'], ['g3_l50_a', 'g3_l60_b'], ['g1_l40_c', 'g1_l50_a'], ['g4_l70_b', 'g4_l45_c'], ['g3_l80_a', 'g3_l40_c'], ['g5_l70_b', 'g5_l70_c'], ['g3_l70_a', 'g3_l55_c'], ['g5_l70_c', 'g5_l45_b'], ['g4_l45_c', 'g4_l80_b'], ['g4_l65_a', 'g4_l65_c'], ['g1_l50_b', 'g1_l50_c'], ['g3_l70_a', 'g3_l70_b'], ['g1_l70_b', 'g1_l50_a'], ['g2_l55_a', 'g2_l50_c'], ['g4_l40_a', 'g4_l55_b'], ['g3_l55_a', 'g3_l50_c'], ['g1_l80_a', 'g1_l45_b'], ['g3_l65_c', 'g3_l40_b'], ['g2_l40_b', 'g2_l40_c'], ['g1_l75_a', 'g1_l45_b'], ['g4_l50_c', 'g4_l60_a'], ['g1_l70_b', 'g1_l65_a'], ['g3_l75_b', 'g3_l40_a'], ['g5_l40_b', 'g5_l75_a'], ['g5_l55_c', 'g5_l65_b'], ['g2_l40_b', 'g2_l65_a'], ['g1_l50_a', 'g1_l75_c'], ['g1_l65_c', 'g1_l50_b'], ['g5_l70_a', 'g5_l50_c'], ['g5_l55_b', 'g5_l50_c'], ['g4_l80_a', 'g4_l50_c'], ['g1_l80_b', 'g1_l40_a'], ['g2_l40_c', 'g2_l80_a'], ['g4_l45_a', 'g4_l40_c'], ['g5_l80_c', 'g5_l40_b'], ['g5_l70_a', 'g5_l40_b'], ['g3_l60_b', 'g3_l80_c'], ['g2_l70_c', 'g2_l80_a'], ['g4_l65_b', 'g4_l45_c'], ['g2_l50_b', 'g2_l80_a']]","[1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2]","[2.784, 3.002, 4.839, 2.55, 2.178, 2.629, 4.597, 3.058, 15.561, 3.237, 3.368, 6.904, 2.949, 10.829, 2.682, 4.214, 2.388, 64.07, 3.804, 2.975, 2.671, 2.971, 2.659, 3.245, 2.501, 2.602, 2.478, 3.026, 3.266, 2.186, 2.467, 2.905, 2.906, 2.404, 2.202, 2.11, 1.897, 2.052, 2.601, 1.697, 2.207, 56.76, 2.511, 2.539, 2.0]",How widespread the network points were and how congested some parts were ,3,2,4,2,1,1,5a9bc842873cda0001dcb644,2024-10-30 17:43:07,2024-10-30 17:49:16,4,"[1, 3, 3, 1, 1, 1, 3, 3, 1, 1, 2, 1, 1, 3, 2, 2, 2, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 1, 3]","[15, 35, 20, 40, 30, 15, 10, 10, 25, 40, 0, 15, 25, 35, 0, 0, 0, 20, 5, 15, 5, 35, 25, 0, 30, 10, 5, 35, 35, 10, 25, 25, 15, 20, 5, 30, 40, 40, 5, 40, 30, 20, 10, 20, 30]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, 1, -1, -1, -1, 1, 0, 0, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
2,"[['g5_l40_a', 'g5_l80_c'], ['g2_l50_c', 'g2_l80_a'], ['g1_l75_a', 'g1_l40_c'], ['g3_l60_a', 'g3_l40_c'], ['g1_l40_c', 'g1_l80_a'], ['g4_l75_a', 'g4_l40_c'], ['g3_l60_b', 'g3_l75_a'], ['g3_l50_c', 'g3_l60_a'], ['g5_l40_a', 'g5_l75_c'], ['g5_l45_a', 'g5_l65_c'], ['g2_l60_c', 'g2_l50_b'], ['g2_l80_a', 'g2_l55_b'], ['g5_l50_c', 'g5_l55_b'], ['g3_l45_b', 'g3_l80_a'], ['g2_l65_a', 'g2_l45_c'], ['g4_l40_b', 'g4_l80_c'], ['g2_l80_b', 'g2_l45_a'], ['g5_l65_c', 'g5_l55_a'], ['g3_l75_b', 'g3_l70_a'], ['g4_l45_b', 'g4_l50_a'], ['g4_l70_b', 'g4_l40_a'], ['g4_l80_b', 'g4_l55_a'], ['g1_l55_c', 'g1_l80_a'], ['g5_l40_c', 'g5_l55_a'], ['g4_l75_a', 'g4_l75_b'], ['g5_l80_c', 'g5_l55_a'], ['g3_l65_c', 'g3_l40_b'], ['g2_l80_a', 'g2_l40_c'], ['g1_l55_a', 'g1_l70_c'], ['g1_l55_c', 'g1_l75_a'], ['g4_l45_a', 'g4_l60_c'], ['g4_l75_a', 'g4_l55_b'], ['g4_l50_a', 'g4_l60_c'], ['g1_l45_b', 'g1_l75_c'], ['g3_l40_b', 'g3_l80_a'], ['g1_l55_c', 'g1_l45_b'], ['g2_l65_a', 'g2_l65_c'], ['g2_l80_b', 'g2_l65_a'], ['g5_l50_a', 'g5_l80_b'], ['g2_l75_a', 'g2_l80_c'], ['g1_l55_a', 'g1_l55_b'], ['g1_l60_b', 'g1_l55_a'], ['g3_l45_b', 'g3_l75_c'], ['g5_l50_a', 'g5_l50_b'], ['g3_l65_c', 'g3_l65_b']]","[2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2]","[3.678, 3.131, 4.062, 4.943, 3.222, 3.258, 9.386, 4.561, 4.176, 16.108, 3.023, 4.724, 12.599, 11.967, 3.955, 2.482, 2.364, 8.303, 7.249, 6.203, 3.338, 2.852, 2.526, 3.83, 19.531, 4.811, 28.577, 13.319, 37.055, 4.126, 2.487, 2.849, 3.079, 3.533, 3.196, 6.198, 3.637, 2.507, 2.138, 7.075, 2.327, 2.671, 2.271, 3.867, 3.301]",Now many lines were bunched together. When they were compact it was difficult to work out. I think each diagram needed more space so you could see the connections.,1,4,2,5,1,1,5e4176733f2ecf000aa8e2ad,2024-10-30 17:41:38,2024-10-30 17:49:30,4,"[3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 3, 2, 1, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 2, 1, 3, 3, 2, 1, 3, 2, 2]","[40, 30, 35, 20, 40, 35, 15, 10, 35, 20, 10, 25, 5, 35, 20, 40, 35, 10, 5, 5, 30, 25, 25, 15, 0, 25, 25, 40, 15, 20, 15, 20, 10, 30, 40, 10, 0, 15, 30, 5, 0, 5, 30, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, -1, -1]"
3,"[['g1_l50_a', 'g1_l40_c'], ['g1_l55_c', 'g1_l40_a'], ['g4_l50_a', 'g4_l50_b'], ['g2_l75_a', 'g2_l40_b'], ['g3_l75_c', 'g3_l50_b'], ['g1_l70_a', 'g1_l40_b'], ['g5_l80_a', 'g5_l80_c'], ['g3_l75_c', 'g3_l55_a'], ['g2_l40_c', 'g2_l50_a'], ['g4_l65_c', 'g4_l50_a'], ['g5_l50_a', 'g5_l55_b'], ['g3_l60_c', 'g3_l60_b'], ['g4_l75_c', 'g4_l50_a'], ['g5_l75_c', 'g5_l40_b'], ['g5_l50_c', 'g5_l75_a'], ['g3_l40_a', 'g3_l80_c'], ['g4_l60_b', 'g4_l40_c'], ['g1_l75_a', 'g1_l80_b'], ['g4_l50_a', 'g4_l60_c'], ['g1_l70_c', 'g1_l70_a'], ['g2_l40_c', 'g2_l80_b'], ['g2_l40_c', 'g2_l65_b'], ['g4_l55_b', 'g4_l60_a'], ['g3_l70_c', 'g3_l65_a'], ['g1_l80_c', 'g1_l55_a'], ['g3_l70_c', 'g3_l40_a'], ['g2_l70_b', 'g2_l70_a'], ['g3_l55_c', 'g3_l45_b'], ['g5_l75_b', 'g5_l60_a'], ['g4_l80_b', 'g4_l40_a'], ['g5_l50_c', 'g5_l60_b'], ['g5_l65_a', 'g5_l45_b'], ['g3_l45_a', 'g3_l60_b'], ['g1_l80_b', 'g1_l40_c'], ['g2_l60_b', 'g2_l45_c'], ['g1_l80_c', 'g1_l45_a'], ['g2_l70_b', 'g2_l75_a'], ['g5_l45_c', 'g5_l75_b'], ['g4_l80_c', 'g4_l45_b'], ['g4_l50_a', 'g4_l80_c'], ['g2_l40_a', 'g2_l70_c'], ['g2_l60_a', 'g2_l80_b'], ['g1_l45_c', 'g1_l65_b'], ['g5_l80_b', 'g5_l40_c'], ['g3_l40_b', 'g3_l75_c']]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2]","[4.474, 2.587, 3.911, 2.297, 4.198, 3.266, 2.063, 1.938, 2.495, 2.133, 1.756, 2.446, 2.381, 2.872, 6.059, 2.971, 2.155, 2.399, 1.697, 1.811, 2.084, 1.801, 1.726, 1.66, 3.097, 2.584, 1.859, 2.243, 1.738, 1.838, 1.573, 1.785, 1.63, 1.8, 1.84, 1.799, 1.681, 2.384, 2.117, 1.815, 1.8, 2.763, 1.626, 2.411, 1.983]",I tended to try and stay away from the drawings were the red dots were really close together.. this sort of makes me think that is how i am with people i know as they arent all connected tightly and i prefer it that way. ,2,3,4,2,2,1,5f7d89e68e20522626a6e862,2024-10-30 17:50:58,2024-10-30 17:55:18,4,"[1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 1, 3]","[10, 15, 0, 35, 25, 30, 0, 20, 10, 15, 5, 0, 25, 35, 25, 40, 20, 5, 10, 0, 40, 25, 5, 5, 25, 30, 0, 10, 15, 40, 10, 20, 15, 40, 15, 35, 5, 30, 35, 30, 30, 20, 20, 40, 35]","[1, 1, -1, 1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, -1, 1, 1, 0, 0, 1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
4,"[['g3_l70_b', 'g3_l45_a'], ['g4_l80_c', 'g4_l70_b'], ['g2_l40_a', 'g2_l40_b'], ['g5_l65_c', 'g5_l60_a'], ['g1_l60_b', 'g1_l40_a'], ['g2_l45_a', 'g2_l80_c'], ['g1_l65_c', 'g1_l50_a'], ['g5_l55_c', 'g5_l80_a'], ['g5_l80_c', 'g5_l40_b'], ['g1_l55_a', 'g1_l50_c'], ['g3_l40_a', 'g3_l70_c'], ['g1_l65_c', 'g1_l65_b'], ['g5_l55_b', 'g5_l70_a'], ['g4_l40_a', 'g4_l45_c'], ['g1_l40_c', 'g1_l80_b'], ['g3_l80_b', 'g3_l45_a'], ['g2_l65_a', 'g2_l70_c'], ['g3_l40_b', 'g3_l50_a'], ['g5_l75_b', 'g5_l45_c'], ['g2_l40_c', 'g2_l80_b'], ['g5_l60_c', 'g5_l40_b'], ['g3_l55_a', 'g3_l75_c'], ['g3_l50_b', 'g3_l55_a'], ['g3_l60_a', 'g3_l60_b'], ['g2_l80_a', 'g2_l60_b'], ['g2_l80_a', 'g2_l55_b'], ['g1_l75_b', 'g1_l45_c'], ['g4_l60_b', 'g4_l40_a'], ['g4_l80_a', 'g4_l55_c'], ['g3_l55_b', 'g3_l70_a'], ['g1_l55_a', 'g1_l80_b'], ['g5_l60_a', 'g5_l50_b'], ['g4_l50_a', 'g4_l65_c'], ['g4_l40_b', 'g4_l70_a'], ['g1_l60_b', 'g1_l70_a'], ['g5_l40_a', 'g5_l75_b'], ['g4_l45_a', 'g4_l80_c'], ['g5_l60_b', 'g5_l60_a'], ['g1_l45_b', 'g1_l80_c'], ['g3_l80_b', 'g3_l40_a'], ['g4_l75_a', 'g4_l75_c'], ['g4_l40_a', 'g4_l80_c'], ['g2_l50_c', 'g2_l80_a'], ['g2_l80_b', 'g2_l70_a'], ['g2_l65_a', 'g2_l50_b']]","[1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 1]","[5.32, 2.668, 2.08, 3.721, 2.308, 2.046, 2.303, 1.701, 3.011, 3.546, 3.77, 1.506, 2.038, 2.368, 2.366, 1.701, 1.649, 3.446, 1.975, 1.768, 2.279, 2.944, 2.587, 2.542, 1.429, 1.232, 1.654, 1.843, 1.864, 1.901, 1.184, 1.689, 2.379, 2.336, 1.729, 2.14, 4.118, 1.524, 1.991, 1.547, 2.058, 1.519, 1.921, 1.795, 1.165]",I like the connections spread out more.,1,3,2,3,2,1,62b33ba48688c8455da85cea,2024-10-30 17:50:54,2024-10-30 17:55:28,2,"[1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 3, 2, 3, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 2, 1, 1, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 1, 2, 3, 3, 1, 1]","[25, 10, 0, 5, 20, 35, 15, 25, 40, 5, 30, 0, 15, 5, 40, 35, 5, 10, 30, 40, 20, 20, 5, 0, 20, 25, 30, 20, 25, 15, 25, 10, 15, 30, 10, 35, 35, 0, 35, 40, 0, 40, 30, 10, 15]","[1, 1, -1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, -1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1]"
5,"[['g5_l65_b', 'g5_l60_a'], ['g3_l80_c', 'g3_l70_a'], ['g1_l45_b', 'g1_l75_a'], ['g5_l50_b', 'g5_l75_a'], ['g5_l60_a', 'g5_l50_b'], ['g3_l75_b', 'g3_l55_c'], ['g3_l40_a', 'g3_l40_c'], ['g5_l75_c', 'g5_l60_a'], ['g4_l80_c', 'g4_l40_a'], ['g2_l40_a', 'g2_l75_c'], ['g1_l50_a', 'g1_l70_c'], ['g5_l80_a', 'g5_l60_b'], ['g2_l80_b', 'g2_l80_a'], ['g4_l55_a', 'g4_l40_c'], ['g2_l40_c', 'g2_l80_b'], ['g2_l70_c', 'g2_l75_b'], ['g3_l55_a', 'g3_l40_c'], ['g3_l45_b', 'g3_l40_c'], ['g3_l80_c', 'g3_l40_b'], ['g2_l75_a', 'g2_l60_c'], ['g2_l40_c', 'g2_l65_b'], ['g4_l40_a', 'g4_l40_b'], ['g3_l75_c', 'g3_l40_a'], ['g4_l40_a', 'g4_l70_b'], ['g5_l40_b', 'g5_l80_c'], ['g4_l40_a', 'g4_l45_c'], ['g2_l80_b', 'g2_l50_a'], ['g4_l65_c', 'g4_l40_a'], ['g1_l40_c', 'g1_l75_a'], ['g3_l75_c', 'g3_l45_a'], ['g3_l80_c', 'g3_l55_a'], ['g4_l50_c', 'g4_l70_a'], ['g1_l55_b', 'g1_l50_a'], ['g2_l60_a', 'g2_l50_c'], ['g1_l55_b', 'g1_l45_c'], ['g5_l70_c', 'g5_l70_a'], ['g5_l45_c', 'g5_l75_a'], ['g4_l45_c', 'g4_l80_a'], ['g4_l75_a', 'g4_l65_c'], ['g1_l55_c', 'g1_l40_b'], ['g2_l50_a', 'g2_l70_c'], ['g1_l40_b', 'g1_l80_c'], ['g1_l45_b', 'g1_l45_c'], ['g1_l45_b', 'g1_l70_c'], ['g5_l40_a', 'g5_l75_c']]","[1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 2]","[13.486, 11.032, 9.527, 8.371, 14.281, 7.405, 12.07, 3.678, 6.921, 3.884, 5.51, 5.041, 19.67, 6.774, 3.032, 11.769, 6.469, 5.993, 4.151, 9.33, 4.678, 15.8, 3.813, 4.114, 3.408, 9.393, 2.838, 2.99, 3.028, 6.995, 2.696, 4.545, 8.648, 10.34, 12.166, 16.387, 4.073, 3.647, 19.282, 6.16, 3.78, 3.315, 6.494, 5.841, 3.967]",More space  In between each red dot ,1,2,3,6,1,1,5af1be59f099a50001fde3bf,2024-10-30 17:45:12,2024-10-30 17:55:57,3,"[1, 1, 3, 3, 1, 1, 2, 1, 1, 3, 3, 1, 2, 1, 3, 3, 1, 1, 1, 1, 3, 2, 1, 3, 3, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 3, 2, 3, 3]","[5, 10, 30, 25, 10, 20, 0, 15, 40, 35, 20, 20, 0, 15, 40, 5, 15, 5, 40, 15, 25, 0, 35, 30, 40, 5, 30, 25, 35, 30, 25, 20, 5, 10, 10, 0, 30, 35, 10, 15, 20, 40, 0, 25, 35]","[1, 0, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 1, 1, 1, 1, 1, 1, -1, 1, 1]"
6,"[['g2_l60_c', 'g2_l65_a'], ['g5_l60_c', 'g5_l80_b'], ['g3_l40_b', 'g3_l60_a'], ['g2_l80_a', 'g2_l40_b'], ['g4_l45_b', 'g4_l45_a'], ['g4_l80_c', 'g4_l40_b'], ['g1_l65_c', 'g1_l70_b'], ['g4_l50_c', 'g4_l65_a'], ['g1_l45_c', 'g1_l45_a'], ['g3_l55_c', 'g3_l45_a'], ['g4_l80_b', 'g4_l45_c'], ['g5_l55_b', 'g5_l65_a'], ['g1_l45_b', 'g1_l80_c'], ['g4_l45_b', 'g4_l75_a'], ['g4_l65_c', 'g4_l75_a'], ['g2_l55_a', 'g2_l65_c'], ['g1_l70_b', 'g1_l55_c'], ['g5_l50_a', 'g5_l50_b'], ['g3_l75_c', 'g3_l40_a'], ['g5_l60_b', 'g5_l45_c'], ['g5_l65_b', 'g5_l70_c'], ['g5_l80_b', 'g5_l40_c'], ['g5_l40_c', 'g5_l65_b'], ['g5_l80_c', 'g5_l45_b'], ['g2_l60_c', 'g2_l40_a'], ['g2_l70_a', 'g2_l55_c'], ['g5_l80_b', 'g5_l50_a'], ['g1_l80_b', 'g1_l70_c'], ['g4_l75_a', 'g4_l55_b'], ['g1_l40_c', 'g1_l80_b'], ['g2_l55_a', 'g2_l80_c'], ['g1_l65_b', 'g1_l40_a'], ['g4_l75_b', 'g4_l80_c'], ['g1_l45_c', 'g1_l75_b'], ['g1_l45_b', 'g1_l65_a'], ['g2_l40_b', 'g2_l75_c'], ['g2_l70_a', 'g2_l40_c'], ['g4_l45_a', 'g4_l70_b'], ['g2_l70_c', 'g2_l70_b'], ['g3_l55_a', 'g3_l50_b'], ['g3_l70_c', 'g3_l45_b'], ['g3_l75_c', 'g3_l45_a'], ['g3_l70_a', 'g3_l70_b'], ['g3_l50_c', 'g3_l65_b'], ['g3_l40_b', 'g3_l80_a']]","[1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2]","[2.529, 2.75, 2.154, 1.979, 3.034, 2.172, 2.41, 2.502, 3.647, 2.116, 2.136, 2.018, 2.418, 2.674, 2.228, 2.047, 2.599, 3.076, 1.981, 2.052, 2.081, 1.861, 2.43, 2.318, 2.205, 2.625, 1.944, 3.489, 2.174, 1.975, 2.005, 2.064, 1.973, 2.588, 2.095, 2.347, 3.742, 1.911, 2.445, 2.458, 2.146, 3.042, 1.859, 2.208, 2.245]",Didn't like them if everything was too close together,2,3,3,3,2,1,579526db09fb910001338456,2024-10-30 17:51:25,2024-10-30 17:55:59,2,"[3, 3, 3, 1, 2, 1, 3, 3, 2, 1, 1, 3, 3, 3, 3, 3, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 1, 3, 2, 1, 1, 1, 2, 3, 3]","[5, 20, 20, 40, 0, 40, 5, 15, 0, 10, 35, 10, 35, 30, 10, 10, 15, 0, 35, 15, 5, 40, 25, 35, 20, 15, 30, 10, 20, 40, 25, 25, 5, 30, 20, 35, 30, 25, 0, 5, 25, 30, 0, 15, 40]","[0, 1, 1, 1, -1, 1, 0, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 0, 1, -1, 1, 1]"
